PHIL-PHASE1-VERIFICATION-BUNDLE-V1
bundle	sha256:39e2629df2c8ae2280c85bc3ae58994e90b98bfee07f00d43b7935effed29a84	sha256:a7ed7a8f48076074c670a005cc923724596d2e46c6e59fa4f2d3ede31b24707b	sha256:8cfaa838c0f4c6bfeb5616ac7e8181de4dc61df9eed7db57de3d57cf1f83fd1c	sha256:1f84530c2d3b7e2d9cd1e968e0db31e4ced42d23236d1b1c8a1ea7a4b030afc9	phase1.int002.steve.certified-release.v1	accepted
node	rev.sha256.137028c53a9c798b63d2543de15678999aa63333e15dd1bbe02efbf9c3895cf5	sha256:137f462ea42d040a71694de116fea2610a439a62d7553fdd58f42bd1026afd94
node	rev.sha256.1df063e9252a83573d853671bf8873c45d52a8726b412851feaa623cff568456	sha256:d51fd2d0472b889b4f330f6abaa932b58129baa035103176c1426beb66e25734
node	rev.sha256.28dfdde18749ecd468e8c65a41721c302e3c138d07857dda49a0920d5b98519d	sha256:83d34d4149a2bd8c4c734a03dacdc7f64305fa4893d603f903fa12c959f74288
node	rev.sha256.2f3e3ad9709215670299bfa3ab75ff139ab92b5d04f3981f4b3c5e13c9409e02	sha256:38b5980e06de876c7b56c748bef471cf2d3c2ccced3879383daf8502c6771517
node	rev.sha256.4171467bc73411085f17539b7ad13b49a8d87e346070b5a39aada79aae1523ba	sha256:66aebae22f1037b5debe22cdf70114c9a17df240d04bc98446c08e046da50a9c
node	rev.sha256.4ce537777a6b757b22a12d6d218dc2a893b763ee207cfd5b14603cd292e5d560	sha256:9810e2c9fc6ad2e240f1df8c25301c84de465c758c94046e902c9e57be75fb03
node	rev.sha256.4f51058b86654f33f77cfd98cee8b43627093916d10b9ae07738ee8a52972f95	sha256:a9a23a135e60e5cbd9891c5c5ec850bc9ca2bb755c41a6c16b1c42500c3809be
node	rev.sha256.6e674ef61be0c58db1c9cbd37b36e72b2feeede81e3484139e0ba612bbc5d3a2	sha256:a5a47b9a5b32307cceabc60821822b17ee810a20d6135cb2dfc71f2ed65cd783
node	rev.sha256.78dcfcc603dd29b48641426848ac5119ba4bcb0564b224f4e495ae2929e3081c	sha256:fcda3a0204c85a6a45fbc83420e98b98173b0f91e271135e1a0465ab6ab2a093
node	rev.sha256.7ae672fdb754f71a9f2969c1ac130bd149e082d531b36eba6a4b96f47975c5d5	sha256:136aeee088765b1eaa0f142b85ae02d0475dfb8f9a811e324f298922b691c96c
node	rev.sha256.9437dd798851ce8ea7b15e29f8af0e826b69e41924f9942405f778691cedb2c7	sha256:114e3933ff492fc78e917f36e7d23a8a5b93919e6483fc99951e2709c60f4f03
node	rev.sha256.9738762efbc49f64430de746a03a1bd69a5026b4dd2f9c16acf52f8705c71612	sha256:e0c75913911b088eb40ab822491f4def871af9dab19c6f8bef59fb401a2dafe8
node	rev.sha256.a0e4341243234b2da3909f9f2bd1c8397faca4995b99fc57278835a0434ad399	sha256:81ee244f7df21f6014be480621c726a73852ca166d273c81dc2bcf25f8846f5c
node	rev.sha256.a774bb41700543f64699da10cafd3bca00f2bd34f775b6319924d0e7739cb878	sha256:8a83d03dea920d3acf08c8ac8b63abcbe246b3d80edefa257557b4225747fd0f
node	rev.sha256.aa737690770c80352b594d16771392e211ed8ce23b9529d731748aaaf639a538	sha256:cc21edf9448d43fd77619c761cd40c042b40cfe7229997f3e2b27059daacb1ba
node	rev.sha256.d04d1d15299a7492698550376780a954e0dc17e027a44980c8a95b97db73cf5c	sha256:43a4363f044fe520082216a0c1cc6c97f77e880d6e98cd879903ee8d89f9546a
node	rev.sha256.d784783ef92ca283d1c5c104a0a1a824600035ab44d17f3e1412e59a49bf539f	sha256:eec5c9c5088267dc23076fca50d766df4a8fbfd5e6878eb65c78707902bde266
scope	rev.sha256.137028c53a9c798b63d2543de15678999aa63333e15dd1bbe02efbf9c3895cf5
scope	rev.sha256.1df063e9252a83573d853671bf8873c45d52a8726b412851feaa623cff568456
scope	rev.sha256.28dfdde18749ecd468e8c65a41721c302e3c138d07857dda49a0920d5b98519d
scope	rev.sha256.2f3e3ad9709215670299bfa3ab75ff139ab92b5d04f3981f4b3c5e13c9409e02
scope	rev.sha256.4171467bc73411085f17539b7ad13b49a8d87e346070b5a39aada79aae1523ba
scope	rev.sha256.4ce537777a6b757b22a12d6d218dc2a893b763ee207cfd5b14603cd292e5d560
scope	rev.sha256.4f51058b86654f33f77cfd98cee8b43627093916d10b9ae07738ee8a52972f95
scope	rev.sha256.6e674ef61be0c58db1c9cbd37b36e72b2feeede81e3484139e0ba612bbc5d3a2
scope	rev.sha256.78dcfcc603dd29b48641426848ac5119ba4bcb0564b224f4e495ae2929e3081c
scope	rev.sha256.7ae672fdb754f71a9f2969c1ac130bd149e082d531b36eba6a4b96f47975c5d5
scope	rev.sha256.9437dd798851ce8ea7b15e29f8af0e826b69e41924f9942405f778691cedb2c7
scope	rev.sha256.9738762efbc49f64430de746a03a1bd69a5026b4dd2f9c16acf52f8705c71612
scope	rev.sha256.a0e4341243234b2da3909f9f2bd1c8397faca4995b99fc57278835a0434ad399
scope	rev.sha256.a774bb41700543f64699da10cafd3bca00f2bd34f775b6319924d0e7739cb878
scope	rev.sha256.aa737690770c80352b594d16771392e211ed8ce23b9529d731748aaaf639a538
scope	rev.sha256.d04d1d15299a7492698550376780a954e0dc17e027a44980c8a95b97db73cf5c
scope	rev.sha256.d784783ef92ca283d1c5c104a0a1a824600035ab44d17f3e1412e59a49bf539f
evidence	evidence:steve.blob-provider:authority.narrow-client-surface	sha256:56c20a5f8e4e167902e85a1245f1d864af2b5cac0fd09602afafd5a3cf3158bd	rev.sha256.a0e4341243234b2da3909f9f2bd1c8397faca4995b99fc57278835a0434ad399
evidence	evidence:steve.blob-provider:borrow.complete-before-scope-end	sha256:a9942ac35e74d7c2f2d0fe3876a5a75b1437916ee9569a5d9c409e06ad8494d0	rev.sha256.4ce537777a6b757b22a12d6d218dc2a893b763ee207cfd5b14603cd292e5d560
evidence	evidence:steve.blob-provider:interference.no-out-of-band-mutation	sha256:6d803a687916f7527626d4f88149ca627db675627b309395dcdffad05419405e	rev.sha256.aa737690770c80352b594d16771392e211ed8ce23b9529d731748aaaf639a538
evidence	evidence:steve.blob-provider:law.no-replace	sha256:9005332d83f0e0e11669e0c9537da09b777afc841ad6cc537f86b2568b9dc46a	rev.sha256.9437dd798851ce8ea7b15e29f8af0e826b69e41924f9942405f778691cedb2c7
evidence	evidence:steve.blob-provider:lifecycle.atomic-publication	sha256:24f48e57f0c36e492f04effc43e0ef2fc13aaf075c810c24f5a0d8d373bc4a65	rev.sha256.78dcfcc603dd29b48641426848ac5119ba4bcb0564b224f4e495ae2929e3081c
evidence	evidence:steve.blob-provider:lifecycle.cleanup-and-retry	sha256:b53e724a0af28bb7499f8d98dbd6dc99f3b2e2a2a1769145802d088e5edb3ce6	rev.sha256.7ae672fdb754f71a9f2969c1ac130bd149e082d531b36eba6a4b96f47975c5d5
evidence	evidence:steve.blob-provider:operation.install-if-absent	sha256:bf49efdb6cd0373c544a876abd539342fa752a328097cebcf9c1387e7b49185f	rev.sha256.9738762efbc49f64430de746a03a1bd69a5026b4dd2f9c16acf52f8705c71612
evidence	evidence:steve.blob-provider:operation.read	sha256:d6c7c66c790c58bed81736c46b7f88ba05e11ccaebce3aca0cff5b4cb5b134b7	rev.sha256.4f51058b86654f33f77cfd98cee8b43627093916d10b9ae07738ee8a52972f95
evidence	evidence:steve.blob-provider:resource.candidate-borrow-preserved	sha256:4a0ddc475c959e11268f75004893bf032f1f82725a1c6e67f19e718e15fecb65	rev.sha256.2f3e3ad9709215670299bfa3ab75ff139ab92b5d04f3981f4b3c5e13c9409e02
evidence	evidence:steve.blob-provider:state.append-only-simulation	sha256:b7853a010e4bfe5b4b7473be5c31d401e84010fb9a80b8c2f06386f597662d09	rev.sha256.d784783ef92ca283d1c5c104a0a1a824600035ab44d17f3e1412e59a49bf539f
evidence	evidence:steve.digest-provider:algorithm.sha256-profile	sha256:dfd1c2699f0e724fbcb9eb9a61da8fb7639977e6259ea408ce873be572753732	rev.sha256.a774bb41700543f64699da10cafd3bca00f2bd34f775b6319924d0e7739cb878
evidence	evidence:steve.digest-provider:authority.no-storage-mutation	sha256:898e1baa599a6c1841bc9dcede0da4f0f7daf2ddc996ccffe580bc574a5766b1	rev.sha256.137028c53a9c798b63d2543de15678999aa63333e15dd1bbe02efbf9c3895cf5
evidence	evidence:steve.digest-provider:evidence.check.digest-matches	sha256:f42cb180e992086f4d720532a03c6c9db432fb6f14d85973f8d425e367592d52	rev.sha256.1df063e9252a83573d853671bf8873c45d52a8726b412851feaa623cff568456
evidence	evidence:steve.digest-provider:evidence.compute.digest-matches	sha256:97ac18205589b487225264dd1c032708d33e71df42d4f5a6a8a600aef16e4f9e	rev.sha256.6e674ef61be0c58db1c9cbd37b36e72b2feeede81e3484139e0ba612bbc5d3a2
evidence	evidence:steve.digest-provider:operation.check	sha256:f36a11cace88ca8567e373a9d7a9ee882228de5f249e8be3956ac5892e0b9b0e	rev.sha256.4171467bc73411085f17539b7ad13b49a8d87e346070b5a39aada79aae1523ba
evidence	evidence:steve.digest-provider:operation.compute	sha256:8fdc7a87fe097522f3cdb6ebe7e84589c73db016474826a0ad2ef47a78819195	rev.sha256.d04d1d15299a7492698550376780a954e0dc17e027a44980c8a95b97db73cf5c
evidence	evidence:steve.digest-provider:resource.borrow-preservation	sha256:22094bde996cb7542206f911ec812264d44d3920d5895d8e093ff4f0a9ed017a	rev.sha256.28dfdde18749ecd468e8c65a41721c302e3c138d07857dda49a0920d5b98519d
